id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
23875,Faulheit und Gewichtszunahme,245.0,513.0,160.0,120.0,negative strong,783,23.0,,,1,1529
23874,Tickets werden immer teurer,403.0,33.0,160.0,120.0,negative strong,783,22.0,,,1,1529
23860,Probleme für die Umwelt,298.0,144.0,160.0,120.0,negative strong,783,17.0,,,1,1529
23856,"Bequemer, weil man den Wagen allein nutzt",71.0,432.0,160.0,120.0,positive strong,783,15.0,,,1,1529
23854,Flexibel,53.0,320.0,160.0,120.0,positive strong,783,14.0,,,1,1529
23851,"Teuer durch Versicherung und Benzin, so wie eventuelle Umfälle",239.0,234.0,160.0,120.0,negative strong,783,13.0,,,1,1529
23846,Kein Stau und meistens zuverlässig ,730.0,167.0,160.0,120.0,positive strong,783,12.0,,11:13:57,1,1529
23845,Angst vor Gewalt in der Öffentlichkeit,890.0,418.0,160.0,120.0,negative strong,783,11.0,,,1,1529
23843,Angst vor Ansteckung,772.0,354.0,160.0,120.0,negative strong,783,9.0,,,1,1529
23822,Umweltschutz,557.0,120.0,160.0,120.0,positive strong,783,4.0,,,1,1529
23836,Vorgegebene Zeiten,578.0,508.0,160.0,120.0,negative strong,783,7.0,,,1,1529
23833,Großer Kundenverkehrt,782.0,500.0,160.0,120.0,negative strong,783,6.0,,,1,1529
23830,Günstig als ein Auto zu versichern,552.0,213.0,160.663,120.0,positive strong,783,5.0,,11:13:49,1,1529
23811,Eigener Pkw,273.0,345.0,160.0,120.0,neutral,783,1.0, ,,1,1529
23810,Öffentliche Verkehrsmittel,574.0,346.0,160.0,120.0,neutral,783,2.0, ,,1,1529
